time_ms,ir_r,ir_l,tf_r,tf_l,tf_front,throttle_l,throttle_r,steering,gyro_z,accel_x,accel_y
  2806,  305,  305,  500,  450,  3797,  9999,  9999,  7,  17,  299, -345
  2888,  305,  305,  500,  450,  3794,  9999,  9999,  5, -83,  288, -1007
  2969,  305,  305,  498,  451,  3772,  9999,  9999,  5, -124,  180, -814
  3050,  305,  305,  497,  450,  3773,  9999,  9999,  5, -304,  168, -1066
  3131,  305,  305,  498,  450,  3775,  9999,  9999,  5, -10,  240, -929
  3212,  305,  305,  498,  451,  3767,  9999,  9999,  5, -6,  186, -1075
  3293,  305,  305,  496,  450,  3783,  9999,  9999,  5, -14,  187, -917
  3375,  305,  305,  498,  450,  3788,  9999,  9999,  5,  70,  285, -736
  3456,  305,  305,  499,  449,  3795,  9999,  9999,  5,  85,  231, -945
  3537,  305,  305,  497,  449,  3788,  9999,  9999,  5,  75,  44, -1142
  3619,  305,  305,  498,  450,  3789,  9999,  9999,  5, -30,  65, -1098
  3699,  305,  305,  496,  450,  3797,  9999,  9999,  5, -15,  300, -672
  3780,  305,  305,  497,  449,  3792,  9999,  9999,  5,  33,  328, -653
  3862,  305,  305,  499,  449,  3782,  9999,  9999,  5, -20,  312, -696
  3943,  305,  305,  498,  449,  3789,  9999,  9999,  5,  95,  334, -692
  4024,  305,  305,  496,  450,  3785,  9999,  9999,  5, -4,  252, -799
  4105,  305,  305,  497,  449,  3809,  9999,  9999,  5,  44,  283, -708
  4186,  305,  305,  498,  449,  3789,  9999,  9999,  5, -8,  302, -772
  4268,  305,  305,  495,  450,  3803,  9999,  9999,  5,  4,  231, -960
  4349,  305,  305,  498,  450,  3800,  9999,  9999,  5, -42,  291, -812
  4430,  305,  305,  495,  449,  3794,  9999,  9999,  5, -24,  212, -895
  4511,  305,  305,  498,  449,  3783,  9999,  9999,  5, -204,  262, -775
  4592,  305,  305,  497,  449,  3776,  9999,  9999,  5,  46,  245, -807
  4673,  305,  305,  495,  450,  3765,  9999,  9999,  5, -19,  311, -758
  4755,  305,  305,  497,  450,  3774,  9999,  9999,  5,  0,  285, -907
  4837,  305,  305,  495,  450,  3774,  9999,  9999,  5,  5,  182, -929
  4917,  305,  305,  497,  449,  3774,  9999,  9999,  5,  8,  246, -943
  4998,  305,  305,  496,  449,  3775,  9999,  9999,  5,  11,  252, -895
  5079,  305,  305,  498,  449,  3770,  9999,  9999,  5,  22,  256, -910
  5161,  305,  305,  491,  452,  3574,  9999,  9999,  4, -1323, -3378,  7279
  5242,  275,  305,  484,  452,  3666,  9999,  9999,  0,  377, -1493,  4913
  5323,  139,  305,  477,  446,  3605,  9999,  9999, -14, -1516,  587,  3166
