time_ms,ir_r,ir_l,tf_r,tf_l,tf_front,throttle_l,throttle_r,steering,gyro_z,accel_x,accel_y
  5919,  305,  263,  526,  360,  3821,  7999,  9999,  15,  319, -852, -1078
  6000,  305,  264,  531,  352,  4234,  9999,  9999,  6,  6727, -2777,  10302
  6162,  305,  272,  520,  324,  3357,  9999,  9999,  6, -3955, -5756, -12440
  6243,  305,  274,  499,  345,  3374,  9999,  9999,  6,  2467, -455,  3187
  6324,  305,  274,  501,  333,  2876,  9999,  9999,  6,  4783,  1503,  6724
  6405,  305,  275,  495,  311,  2264,  9999,  9999,  6,  631, -1968,  4840
  6486,  305,  272,  471,  310,  2192,  9999,  9999,  5, -1285, -1916,  959
  6567,  305,  305,  455,  321,  2408,  9999,  9999, -2, -1870,  305,  16
  6648,  305,  274,  460,  323,  2942,  9999,  9999,  9, -2576, -90, -579
  6729,  305,  281,  461,  318,  2943,  9999,  9999,  3,  50, -958,  3679
  6810,  305,  305,  469,  314,  2943,  9999,  9999,  2, -3171,  1427,  838
  6891,  305,  283,  460,  319,  3022,  9999,  9999,  7, -2527, -259,  1134
  6972,  275,  305,  449,  330,  3171,  9999,  9999, -4, -2309, -425, -1195
  7053,  274,  269,  439,  341,  3199,  9999,  9999,  10, -2455,  647,  1881
  7134,  305,  281,  429,  357,  3207,  9999,  9999,  5, -436,  656,  903
  7215,  283,  274,  423,  366,  3142,  9999,  9999,  1, -2401,  2079, -1790
  7296,  305,  263,  408,  382,  3051,  9999,  9999,  7, -3282,  1179, -319
  7377,  305,  274,  386,  401,  2975,  9999,  9999, -1, -1657,  1052, -843
  7458,  305,  273,  342,  418,  2898,  9999,  9999,  0, -2008, -133,  740
  7539,  305,  273,  306,  433,  2817,  9999,  9999, -4, -352,  1547, -3319
  7620,  305,  273,  295,  442,  2714,  9999,  9999, -3,  812, -745,  115
  7700,  305,  272,  291,  442,  2612,  9999,  9999, -4,  2462,  2936, -725
  7781,  305,  305,  295,  430,  2513,  9999,  9999, -8,  1992, -733, -1231
  7862,  281,  281,  303,  416,  2416,  9999,  9999,  0,  2466, -1491,  1400
  7943,  305,  305,  318,  396,  2347,  9999,  9999, -3,  3881, -784, -1635
  8024,  282,  281,  343,  394,  2138,  9999,  9999,  1,  2707,  1528,  1100
  8105,  305,  305,  380,  399,  1963,  9999,  9999,  0,  2915,  2448, -3243
  8186,  305,  281,  393,  386,  1806,  9999,  9999,  5,  1975, -1508, -655
  8267,  305,  283,  435,  373,  1631,  9999,  9999,  3,  802, -102,  1316
  8348,  305,  283,  469,  278,  1562,  9999,  9999,  5, -952, -14, -1441
  8429,  305,  274,  491,  244,  1516,  9999,  9999,  7, -537, -2433, -1358
  8510,  282,  305,  507,  237,  1445,  9999,  9999,  0, -1655,  2566, -2902
  8591,  275,  283,  527,  232,  1386,  9999,  9999,  10, -1416, -360, -1955
  8672,  275,  240,  532,  231,  1328,  9999,  9999,  13, -1227,  2749, -2443
  8753,  269,  233,  552,  233,  1273,  9999,  9999,  8, -3565,  1026, -190
  8834,  305,  233,  605,  249,  1298,  6499,  9999,  16, -5916,  3381, -3469
  8915,  305,  242,  858,  286,  1245,  9999,  9999,  10, -10221,  1887, -4969
  8996,  275,  266,  485,  410,  1205,  9999,  9999,  0, -7535,  1064, -2409
  9077,  305,  272,  704,  437,  1160,  7999,  9999,  15, -6074, -1015, -936
  9158,  305,  273,  1466,  455,  1102,  9999,  9999,  13, -4441,  4483, -2550
  9239,  305,  305,  1419,  467,  1054,  9999,  9999,  12, -5514,  5354, -1159
  9320,  305,  305,  1351,  562,  1018,  7999,  9999,  16, -7170, -189, -2161
  9401,  305,  305,  1282,  622,  1002,  7999,  9999,  15, -8782,  2896, -2025
  9482,  305,  305,  1221,  681,  967,  7999,  9999,  15, -10570,  1480, -2179
  9563,  305,  305,  1163,  646,  885,  9999,  9999,  14, -10298,  3219,  2870
  9644,  305,  305,  1113,  595,  812,  9999,  9999,  14, -8491,  1382, -2728
  9725,  305,  305,  1062,  558,  742,  9999,  9999,  7, -7559,  3724, -1614
  9806,  305,  305,  1010,  528,  672,  7999,  9999,  16, -8084,  4085, -4597
  9887,  305,  305,  956,  515,  615,  7999,  9999,  23, -8816,  3576, -3530
  9968,  305,  305,  910,  507,  562,  6999,  8999,  29, -10268,  4933, -2304
  10049,  305,  305,  889,  432,  549,  6999,  8999,  31, -12355,  2928, -3189
  10130,  305,  305,  916,  364,  543,  6999,  8999,  32, -15106,  1401, -1534
  10211,  305,  305,  1025,  321,  492,  6999,  8999,  35, -15728,  3393, -1705
  10292,  305,  305,  1302,  306,  456,  6999,  8999,  35, -15373,  2810, -1827
  10373,  305,  279,  2104,  336,  435,  6999,  8999,  35, -15614,  4456, -718
  10454,  305,  273,  3879,  324,  452,  6999,  8999,  35, -17077,  2885, -3009
  10534,  305,  305,  3850,  272,  504,  6999,  8999,  35, -15780,  1372, -791
  10615,  305,  281,  1384,  245,  620,  7999,  9999,  22, -15593,  4624, -2651
  10696,  305,  263,  794,  238,  957,  7999,  9999,  15, -15828,  3150, -596
  10778,  305,  256,  635,  257,  1840,  9999,  9999,  10, -14617,  1765, -265
  10858,  305,  255,  515,  296,  3540,  9999,  9999,  7, -10661,  2311, -1100
  10939,  305,  255,  437,  352,  3836,  9999,  9999,  3, -7600,  3457, -423
  11020,  305,  248,  378,  417,  3719,  9999,  9999,  3, -5122, -2090, -4224
  11101,  305,  248,  328,  469,  3615,  9999,  9999, -1, -2514,  536,  3714
  11182,  283,  257,  285,  509,  3527,  9999,  9999, -7, -1669,  1692, -2691
  11263,  305,  266,  232,  551,  3433,  9999,  9999, -7,  835,  1750,  758
  11345,  305,  272,  196,  563,  3349,  9999,  7999, -15,  3353,  511, -348
  11425,  274,  282,  204,  544,  3256,  9999,  9999, -12,  5719, -4017, -2362
  11506,  207,  305,  236,  502,  3202,  9999,  9999, -13,  7948, -2352,  1300
  11587,  220,  272,  292,  438,  2881,  9999,  9999,  9,  8470, -488,  1258
  11668,  259,  263,  380,  379,  2241,  9999,  9999,  8,  10300, -3524, -4931
  11749,  283,  257,  526,  321,  1676,  9999,  9999,  9,  1977,  448, -99
  11830,  305,  256,  604,  288,  1653,  9999,  9999,  13, -3306,  1143,  481
  11912,  305,  241,  615,  272,  1856,  9999,  9999,  12, -3466,  4332, -1199
  11992,  273,  248,  595,  269,  1931,  9999,  9999,  4, -4915,  3375,  134
  12073,  273,  249,  553,  279,  2203,  9999,  9999,  10, -6627,  3284, -910
  12154,  281,  255,  518,  298,  2276,  9999,  9999,  8, -3119,  3398, -864
